,Replication,"((0.0, <SelectAgentsBy.RANDOM: 0>), True)","((0.0, <SelectAgentsBy.RANDOM: 0>), False)","((0.1, <SelectAgentsBy.RANDOM: 0>), True)","((0.1, <SelectAgentsBy.RANDOM: 0>), False)","((0.25, <SelectAgentsBy.RANDOM: 0>), True)","((0.25, <SelectAgentsBy.RANDOM: 0>), False)"
0,0,"([79, 72, 67, 47, 53, 28, 52, 93, 7, 96], [74.81662127847615, 82.28038454544667, 70.88585782230625, 76.10518206635949, 69.36488748404024, 74.27867480476279, 63.02888786527011, 91.95816140967777, 10.549100369824473, 95.43902385311914])","([69, 29, 12, 50, 46, 82, 28, 68, 29, 42], [71.41799504175322, 29, 12, 54.53721777485904, 56.827729618567105, 80.09637299733825, 40.51282040566968, 70.56001820455272, 57.68715413819056, 62.93875556165736])","([92, 13, 92, 100, 63, 1, 56, 85, 64, 61], [91.80923817127051, 15.55953738312494, 91.78770319860226, 99.90701041826905, 68.48180672376627, 1.6290196516990059, 82.05868803476211, 85.21933740096567, 66.46023732001501, 76.33725786599224])","([37, 9, 51, 42, 94, 84, 47, 13, 27, 32], [37.610427993743045, 34.584744350744785, 77.77577927505648, 66.72570771573226, 92.62371377271455, 77.45438510291119, 81.38610263570577, 66.77582903696741, 81.56020118822413, 83.07885574432984])","([61, 28, 23, 78, 51, 33, 1, 83, 26, 16], [66.2807233907772, 18.656821718908017, 28.22822126574305, 74.5091126456744, 58.229353058330844, 64.02181283606109, 1.5295029791074752, 76.19174131079905, 42.123651901601384, 23.38862785846198])","([2, 41, 13, 95, 4, 69, 56, 21, 84, 92], [3.499865692613734, 32.71417591286397, 28.346099238276, 93.02614002523002, 4.883008352805032, 76.36498711472687, 30.543059269495735, 69.2739415829364, 79.44087594409896, 72.52436808642211])"
