,Replication,"((0.0, <SelectAgentsBy.RANDOM: 0>), True)","((0.0, <SelectAgentsBy.RANDOM: 0>), False)","((0.1, <SelectAgentsBy.RANDOM: 0>), True)","((0.1, <SelectAgentsBy.RANDOM: 0>), False)","((0.25, <SelectAgentsBy.RANDOM: 0>), True)","((0.25, <SelectAgentsBy.RANDOM: 0>), False)","((0.9, <SelectAgentsBy.RANDOM: 0>), True)","((0.9, <SelectAgentsBy.RANDOM: 0>), False)"
0,0,18.312695961117264,22.398816891701223,18.67535536416691,18.18949328981852,16.62005995401855,17.244506030106947,15.168075882040597,18.926715774175733
1,1,18.969273526897872,19.70685044139737,17.909965884587322,17.121625675754785,17.541572712521805,17.928696208158144,16.549325578629848,17.950301802581983
2,2,16.231034664949917,22.77698169346801,18.002076803599145,21.46595903626772,16.7562184751486,20.279627173279508,18.454385967287337,17.837364501427572
3,3,17.300278124194776,18.919528553857525,20.93396254710798,21.968439177607948,18.37005872352372,20.854867987107802,16.344508850988646,16.5419516989476
4,4,15.149460936532456,20.214552587703906,16.439937851693003,20.066455718476945,18.30989871713858,21.52478425316452,18.26454528226401,18.807003283007724
5,5,18.022414260243885,20.657050468357085,17.839398811136448,18.856307755128967,18.652244527289398,20.569169934480783,17.720269382730258,20.531570061887436
6,6,17.839011310802142,17.81762464799357,20.079517571930438,19.28423275916132,17.195822449862085,21.145778907099874,16.795104660765922,21.06160740246421
7,7,17.550101560317948,20.155545621987557,16.547065012885177,19.156710405859037,17.73702735490214,19.65572231911031,15.367522448441044,18.328304160802553
8,8,18.658496580345535,19.309725817816783,17.811154542154107,21.509772266174117,17.459284469012047,20.81962965083396,19.15529693838141,19.953685085038344
9,9,17.828036099833255,20.72378846516314,16.175292593422213,19.043749611457855,17.50148165222761,17.745138634621597,20.552081451045893,20.55824147408451
10,10,19.11185617672517,18.159681477455337,17.97298814150247,19.116606869747116,17.358726043554995,18.798529003211243,17.814899022668207,19.06275413276665
11,11,19.88939177496958,20.678060024634426,17.753479454966232,22.24584371171806,17.632095242485434,19.295644097864198,17.065738638424108,20.889702583100487
12,12,16.09168662020396,19.05025211699079,18.19698320295433,22.004039903944168,16.127775381577514,21.193684201051624,15.594403875504817,22.004615334373398
13,13,16.170371056998782,21.55145869155306,17.63916479831679,19.18594784361428,14.724644189923517,21.080188167169936,16.70445767107509,18.976050727980528
14,14,19.756894553483498,19.403520050969036,17.165748946269595,18.992183322744495,17.618128756755233,19.05477359202991,19.734889272231932,19.56534477239117
15,15,12.838668150850353,18.71758373891108,18.69017042707469,20.79615658517895,14.853194512612625,17.804103756889447,17.16670551258307,18.970477953300502
16,16,19.118998194635225,20.408935271288755,17.453977228398415,21.320005896969327,15.038660370549238,19.512952525280497,17.183317629210137,19.570753283529747
17,17,17.54604793737704,21.64041097971863,17.56901453755202,18.970941468666595,19.364231910604147,20.511570539420404,14.771248712891207,19.837152301040568
18,18,16.148480347922934,20.645069085318724,17.001260067723706,20.8470350032062,16.675289942470457,15.731250395678089,18.93747110236425,18.642629740146873
19,19,16.397753048939222,15.147293821184775,17.300573235744785,18.475242037053178,16.930650534534045,20.909229391105647,16.890567018968063,17.679507618712925
20,20,16.24741216170193,18.53155923404786,16.974586636780998,21.614313944357114,18.52860925238071,18.011132020421314,16.170838295260722,17.507810043630947
21,21,17.143549757990336,18.29329460359184,17.027715868400634,22.325416401550726,17.596340127492446,19.931419239315026,17.44505750410788,17.01168101963013
22,22,19.400473755723716,20.530961705927304,19.798452013486717,18.1205360900751,16.322909762993483,20.370926363082894,18.940616940444386,14.861167465830867
23,23,15.820468366410836,18.7274157116604,16.739534800646894,19.871672717687197,17.494844753105866,20.398042333276734,15.66754925116306,19.015984064530656
24,24,15.877763744430823,18.998343574017667,19.48358193338256,17.575215888368056,18.665800295275872,21.85483008220521,17.795295731513875,16.856827548344683
25,25,17.86490005538345,20.09079384144745,18.03360995207398,18.88311834345069,17.75960652403308,18.930502531704498,16.381390192715216,21.705556949788026
26,26,19.871587581716078,20.45146011154751,17.96846257214377,20.07377940382613,20.509305978804363,20.413539633714713,19.761976677526064,16.827661396055497
27,27,19.078649290031798,20.940070644861365,16.767401603654008,19.4453246963173,16.95781133024998,18.17898948803971,17.05218466168126,17.737762964828512
28,28,17.262039444772604,20.530399069941964,14.98510265811781,17.163828937836527,17.110436928700068,19.334805484898354,13.749331170915028,19.00879524860752
29,29,17.736302543097423,20.064171423335885,17.242390443743083,22.867822399160275,17.717984208914785,19.034052498845625,17.502916687418427,18.833906851366336
30,30,17.38331674969028,22.781680530475555,16.071676418586087,22.621447413061084,19.32024100557326,20.070084994947997,18.938508339435636,19.391395568240675
31,31,16.133809323217378,21.07555217759535,16.685917544073057,22.119929286329082,17.87156223245698,18.64272153164334,17.068474782827245,17.293655449847122
32,32,16.20786652801592,20.61010790955391,19.720956111939074,23.306260235090683,19.1152866445587,20.193667121806968,16.02903712136026,17.542641088055774
33,33,18.263260000691105,21.128034197151628,16.825594052593516,19.54556970954024,15.49537618849326,17.718141979391987,15.370408164615583,19.170965122153802
34,34,17.101699074704555,20.387512865994353,17.667931133015045,19.80464352791558,18.89498954809988,16.88698118809279,18.25786190919584,18.948952261774714
35,35,18.405740641592097,20.01337170005739,16.77526397343822,20.758312709583485,18.088990329971708,18.068683752097336,16.811100252197313,17.287677712917066
36,36,16.693816444816626,19.190294388524215,16.314253000105623,20.14317409970522,19.129303762448707,20.598861902383327,18.82606140233245,20.204381626502943
37,37,18.80892325123007,18.467378339799176,19.75369730492296,20.613538522270233,18.255498251773744,19.058701415192466,17.90814976789472,16.628580793949226
38,38,19.086002350853995,21.565707534453104,14.58068740252726,18.14029236001533,16.940193174796057,19.662350140220724,15.647676329865114,17.947567985413805
39,39,17.23984334626246,20.62124673595011,15.044553320575524,17.46771641210176,17.935467380811374,19.336039088695543,18.25421796046877,17.41066749956307
40,40,16.43297535855634,16.513454909999588,17.90291183331999,23.174569319185892,18.041355655691405,18.854736160983336,16.541927116290758,18.441427004411977
41,41,17.073825246352087,21.612488262682753,19.39525653772121,21.433704160737854,19.76684591498453,18.39922844304526,17.343043440806902,18.305180782570773
42,42,14.16019628730043,19.98294587322122,15.64211352056634,19.754356871453105,17.31628156461351,18.360920237844645,16.892596657107617,18.123308359945774
43,43,18.2365500722941,20.14941626283973,17.515266756986044,19.533392689840653,17.72369183034671,20.597856582154137,18.282077031061853,18.093955949536905
44,44,14.726633208215688,21.76421473948794,15.78674974938567,22.64793667529193,17.349586356534218,20.761643976765228,17.942449850562348,19.722250608282707
45,45,19.72797775022825,19.19261861008347,18.53031229789441,20.316178976319293,17.44041675934657,19.85657168507491,17.618905949623077,18.68444617659582
46,46,17.891364681459386,20.78672802400341,18.197089385739922,18.37724218239024,15.058919128858676,22.114627094485947,18.393697662616283,19.08312620798813
47,47,18.53922966548754,20.49838312855382,16.199647684553163,20.832662000660378,18.690162010977573,20.866972161333827,15.179029020330475,19.397919200768385
48,48,15.23268845063523,19.119794109655203,15.542268323181275,20.00571402932831,12.92446080033362,18.96484712163314,16.114351862347263,17.40163890268233
49,49,17.173818822620746,22.403423736939665,17.33298116043285,22.405502199165483,16.914560792681193,21.888246270107317,17.92718193855059,18.085332728027943
