,Replication,"((0.0, <SelectAgentsBy.RANDOM: 0>), True)","((0.0, <SelectAgentsBy.RANDOM: 0>), False)","((0.1, <SelectAgentsBy.RANDOM: 0>), True)","((0.1, <SelectAgentsBy.RANDOM: 0>), False)","((0.25, <SelectAgentsBy.RANDOM: 0>), True)","((0.25, <SelectAgentsBy.RANDOM: 0>), False)","((0.9, <SelectAgentsBy.RANDOM: 0>), True)","((0.9, <SelectAgentsBy.RANDOM: 0>), False)"
20,20,-3.625380353035162,-4.0943852910936585,-4.316967434086449,-3.9292414654418177,-3.7975257638835664,-4.271841844304891,-2.512899932766718,-2.608783326249535
21,21,-3.0836287662489834,-4.661656622309961,-3.190267189352765,-4.174569827610769,-3.3149721459827166,-3.941868936472453,-3.3400863246264194,-3.3470425377037127
22,22,-3.5936298993237052,-2.8197925133326187,-3.74815718270111,-4.05531469321606,-2.0250522565500706,-2.924577036453405,-3.5635492568015064,-3.227142563578264
23,23,-3.679128198936189,-3.881278234897648,-3.0781121049005726,-3.2407696442378953,-3.3901054532772097,-3.5505203812560033,-3.0765399000607516,-2.7667861877136097
24,24,-2.8418839015656534,-3.6394145055575464,-3.878986897883081,-4.6993807130689795,-3.463717753150675,-3.55329170361391,-3.0344677228685004,-3.4629663203279932
25,25,-2.7421559109240157,-3.245324175464093,-3.8011874185431616,-3.3361360886642206,-3.871458001749728,-3.703879040494117,-3.5636454074795925,-2.5471029734613513
26,26,-3.6180985442610325,-4.316110541049971,-2.8016253588358992,-3.5131269751961653,-4.437257103684653,-3.5042327505044657,-3.1628577996860834,-3.843300213897738
27,27,-2.75171035618078,-2.7134178705180787,-1.8200023282993634,-4.768026372419799,-3.594174010777861,-4.580125987089067,-2.8654111950838264,-3.302534223543926
28,28,-3.0690403856931034,-4.7657761032296,-3.523492335107692,-3.539471974895868,-3.9466684139682755,-3.856888364607139,-2.605274684029201,-3.743062492459824
29,29,-3.759262079685774,-3.5057464196638737,-3.475608980896128,-4.351628869038782,-3.116834098052074,-3.8245131675906645,-3.1178574645519834,-3.287402614134322
30,30,-3.6158212843934248,-3.833460167669216,-3.726058145257971,-3.956813132755549,-3.7853871290941754,-3.474398373257772,-3.2629825567318083,-3.2077030605500845
31,31,-2.8495746842116105,-4.015091703767194,-3.1969697183667165,-3.8160827763898233,-3.98400098559517,-3.593290247086742,-3.190913668314005,-2.8805684804549863
32,32,-3.347181304515905,-3.7996570254568134,-2.6453307106190884,-3.6757106042025907,-2.8735102728916733,-3.6084687532701842,-3.0667616539218123,-3.682954519138182
33,33,-3.059104871102413,-3.6187994500960006,-3.444292114254102,-2.850718230638858,-3.4619011469689447,-3.5598150313458863,-2.357047396221999,-3.7390947714633356
34,34,-4.173061476536974,-3.7218121969056703,-3.7137494140081877,-3.863576060667201,-3.5705976537230573,-3.447648359969838,-3.4284361258913023,-3.4046684298266
35,35,-3.310829472955975,-4.972276335790555,-2.974313503266984,-3.758521755804999,-2.9232852090874353,-3.6164284767296397,-3.091943529488079,-2.3715889819090794
36,36,-3.0667177934233045,-3.904519708049275,-3.89714522114544,-4.124053797983411,-3.8138269484627223,-4.341801716369112,-2.9914318084233855,-3.4780770452250263
37,37,-2.5965794412601255,-3.5679667087389237,-3.413624251171072,-4.353457124196025,-3.0195518409795064,-3.619946233856984,-2.778356921779464,-3.4852442318120005
38,38,-3.7470343540330475,-3.6102765774508008,-4.133979528035988,-4.335855192404871,-3.0974963416340255,-4.108918359208456,-2.9562833567559803,-3.160835037673465
39,39,-3.4446215372418187,-4.138674351255926,-3.024315699947401,-3.2976821378406154,-3.8800152534383354,-3.608146006853529,-3.268978734769169,-3.432658107943446
40,40,-3.5570805641871264,-3.7132836928210846,-3.6233468210500526,-3.8139025974601974,-3.466922376604934,-2.895343247759465,-1.5767979515160029,-3.3744429322981375
41,41,-2.6435007615061608,-2.8398799233268868,-2.351752121794938,-2.8256123825694885,-3.32654554309873,-3.3987752237598468,-4.027994410385933,-4.1657676288053
42,42,-4.207762968102648,-4.094051469246143,-3.557836510016207,-4.76805319398613,-3.19573127509066,-4.27163491382643,-3.290622494111039,-3.654222311227791
43,43,-3.4365732494420254,-3.9154276734745324,-2.740736360414264,-4.324245353158814,-3.4902536007432037,-3.3563188952457335,-3.0660563745278413,-3.148256887463429
44,44,-3.0223436915322015,-3.277920560818929,-3.1440874116876234,-3.0478278526975586,-2.979435912637612,-3.097313868728289,-4.0995202890972475,-3.5007878462537576
45,45,-3.225553776897174,-4.3757195808425315,-3.9123737336311084,-3.6406457097179565,-3.3698199482572395,-3.889318549148884,-3.9015543709911356,-3.382004926141178
46,46,-3.6062491375486765,-4.087034833675213,-2.4911026351552668,-3.417706108882948,-3.7322449465558716,-4.048411204383523,-3.73605319275285,-3.4708771720848404
47,47,-3.4090411084221444,-3.742491981834469,-3.3610737650719056,-4.117564900093802,-2.8632500239254455,-3.704036361320261,-2.6420541878715174,-3.8444777904010436
48,48,-3.3937251845096608,-4.082274360171132,-3.0910833734186127,-4.169280504335116,-3.618558901820464,-4.0005375489910815,-3.4272565568652382,-3.531798422362872
49,49,-4.039600766005957,-4.458634037808466,-3.4412656972320086,-3.3444292562140294,-2.8048504175280584,-4.255208958309481,-2.8120705180109304,-4.191282944553544
