,Replication,"((0.0, <SelectAgentsBy.RANDOM: 0>), True)","((0.0, <SelectAgentsBy.RANDOM: 0>), False)","((0.1, <SelectAgentsBy.RANDOM: 0>), True)","((0.1, <SelectAgentsBy.RANDOM: 0>), False)","((0.25, <SelectAgentsBy.RANDOM: 0>), True)","((0.25, <SelectAgentsBy.RANDOM: 0>), False)","((0.9, <SelectAgentsBy.RANDOM: 0>), True)","((0.9, <SelectAgentsBy.RANDOM: 0>), False)"
0,0,19.723574492811345,23.570637270955487,20.389372094794005,24.8438132084884,19.33834852450112,24.6519973031832,18.889143242529187,19.503434359957303
1,1,22.13512891481823,23.103243509579826,19.494468328585427,22.276110849886727,21.12376239206661,22.766638394013462,19.801853140917515,18.779346408996652
2,2,21.64021815588719,22.71254330477639,21.1625138402909,22.524471603644393,21.20218095156752,23.75036350747437,19.282661527345937,22.693652894846743
3,3,20.930606632949008,21.51757541970347,18.909559745090895,24.49416888175788,21.671238250433838,23.839116460099277,20.19316640878867,22.603850993895684
4,4,21.831759679158097,24.076407406145947,19.433550029659195,24.394842889060257,20.951055798713533,24.088286240568948,21.718110340356418,22.289394855742742
5,5,20.596958610284595,22.237486795901795,21.173199782176056,24.348781825595736,21.161727476048434,24.022269487843033,18.928967866655114,20.947117191225132
6,6,21.727215082890353,23.27908097012,20.985218769091375,25.66394324557661,19.553921587164226,21.802976831536043,21.727519988362296,20.29777154718009
7,7,21.096837019361445,22.897464739132516,20.19197841055307,23.89919698464729,21.868914813665015,22.644957200719887,19.740229311268607,21.25718422246478
8,8,21.338128900157024,20.99615533934069,18.66394206241,22.819310056269963,19.906575053613565,23.53349603957445,19.216484049755287,21.710737291170055
9,9,20.478740938413623,21.423920088542893,21.60034371083602,23.58878770932231,19.23551931198157,23.154440412681126,20.534901857663932,21.957801149558037
10,10,20.71330033303454,22.838604603437588,20.70270067089156,23.994235696074995,20.416854515888005,23.747339140384582,21.901939881312096,20.617632955599632
11,11,20.074233134896943,22.98953016607372,21.21152498659206,22.641508737174668,22.320824398502552,22.435559419814155,17.858818327502696,21.594191422066352
12,12,19.777790305007457,24.505520276439675,19.134270504742936,21.566752732820802,19.980603775002642,23.590277954926393,22.28538000069365,21.71575551001454
13,13,18.36449973033777,21.48060416597844,21.22468373619374,21.81642359972733,21.09785339727332,21.65490786516164,19.295162439228008,20.022590778495626
14,14,20.063784486224137,24.47357333348129,20.56643299492473,20.44911774902824,22.271427273729465,22.168279082860586,21.084839980372344,18.706642525067892
15,15,19.15875556557286,23.154625950841165,20.192954161924618,23.104309022042514,21.816662576625006,22.19456600944178,21.6118035854724,22.56818463897691
16,16,21.047989756107754,23.243530889172902,21.331924186278606,22.44842071780254,21.06502616943157,21.721935597634932,21.739632786090496,22.861733249238988
17,17,21.4122491869378,23.34464962585927,22.644442408782233,21.5859609019163,21.55820065476516,23.14338172416595,20.03232901756293,22.46107341736377
18,18,18.278160716234083,21.698073958649843,19.18545161547506,24.31085127992968,19.506484049421488,24.464495926848763,20.60168639852371,19.719203002307957
19,19,21.279598792032978,22.780384850750032,19.74438548065293,23.409890892184308,19.01210203610531,24.4795116357499,20.36538851046508,21.53298829652781
20,20,20.87365341574545,24.688617088322488,21.264704302465212,23.663168120337176,21.586993435227264,22.239559956949705,18.51750661304728,23.8717942904944
21,21,19.002851685348382,22.247242167816644,21.68103311859152,23.905056224656825,18.43811404267388,24.16860043593565,20.755351382669332,22.24944398252798
22,22,19.9852040642877,22.899710478335862,18.575107352562156,21.81068472387431,21.007911443933708,23.761786193934455,20.47954638438869,22.468636076046728
23,23,19.913864259528978,22.523444648547787,21.33047754397652,22.117485053292924,20.034011935950993,21.357789179623722,20.689727946419154,20.59130230744291
24,24,19.355958145429113,23.477417306837317,20.491986802179923,24.531192371371276,20.3824789318657,22.448698130724168,18.616631852632416,20.630322774550528
25,25,19.65347715427921,23.443122301662882,21.853778139827604,23.025417268282155,19.248028081288574,21.306872207261762,20.43765416792698,21.200144363776253
26,26,21.699309251965126,22.26182260418932,21.07013248660244,26.739871861296123,21.486619723299114,22.38425193647049,19.51455715417194,20.76307983759054
27,27,20.809686917758647,23.574625822900792,21.202894330011958,23.901348286573338,21.439337131042322,22.36727164058201,18.707688836729893,18.989715399239827
28,28,20.897282181893807,25.315856162898164,21.415163888910683,23.97600346900154,20.630273936720258,22.39332147716128,21.11130687129122,23.140981878757742
29,29,20.280135326366654,24.447429058831702,20.24918004558738,22.225727386937614,21.311779005930212,25.228532103081143,19.94304329011358,22.247302798189807
30,30,19.7462841491932,22.54623394300667,22.219730354467593,21.178196023252703,19.649118730344917,23.901643332106232,19.38714004605665,21.33274969999013
31,31,20.998599113985485,22.324222395366405,21.023939296423173,22.613972926273547,20.999196084721916,21.84498226024113,19.392008283479754,21.62415645989369
32,32,19.610224419372706,21.351930504070822,21.83323544738912,23.705000565156233,20.277325107937365,21.841055590567358,19.045687865640133,21.083598679818365
33,33,19.702114274110677,23.736978854950117,19.70467711793757,22.6774948706015,21.63032775839868,22.668722692261994,19.675018213823165,19.920652962332525
34,34,20.166202424168745,23.914668709690424,22.59118842928556,23.260549247897472,19.1563373101906,22.228840881841236,21.803344655193996,21.691330844777433
35,35,19.42587246551623,26.230863156553035,20.647916414915883,20.191942540451954,21.795278413494472,23.73797761846459,20.930042099228075,19.69680907745615
36,36,20.547038614666228,24.473035813470197,21.158846469079975,23.202130083066912,22.24540125479828,23.970808487804177,21.453947312307385,24.563957383691488
37,37,20.829666757748264,23.176930620981672,21.453736709701488,23.84540980057558,20.968425867108706,23.947522510277146,20.173017799367692,20.996069551204236
38,38,20.872262352970296,23.651913623540885,21.144630971415474,23.640535501621905,20.393345144431507,22.630189362562525,17.179523090897014,21.184321882954883
39,39,20.743140762079598,25.11601134269217,22.269433056328886,23.628032786190865,19.966482303173414,24.620220542854348,20.252853594257274,23.851946815792324
40,40,22.733708073053123,23.71087730964544,18.315202036535354,23.695410269910923,19.801304413060514,23.93589102377983,19.03056869667936,23.38642896648907
41,41,21.778534945253362,23.62183455682503,21.013271901853834,20.925897884105055,19.98894543619017,22.36142236268966,19.94708578839367,20.93654587052223
42,42,19.844924350408746,26.47575939412844,19.86941395959647,22.21229210411203,20.668293064021327,21.300872017776413,18.946576883359867,21.962246308727913
43,43,22.50665119333901,22.632695359756184,21.169123058412005,22.469752909192252,20.64708161556492,23.033023590588876,21.23112158485626,20.460785588566374
44,44,20.04543428455031,25.516313592162113,22.259755512689487,23.10546599234111,20.08846577956799,20.95334749057207,20.364439173121617,21.374040370046323
45,45,21.124330078323972,21.18664637354523,20.316378535416746,23.024338809232958,21.42300266266416,22.44627306913685,22.299091647518125,21.7488570171947
46,46,21.524669598819585,21.26561103834679,20.6257262727907,22.87470571018691,21.501024495610423,21.556390404057908,20.920619595333612,23.547605278056487
47,47,21.6074306803488,24.396539942484523,19.36069976447628,21.62179370244801,19.853174685669863,20.057467829016566,20.08589568517823,23.021949079281285
48,48,20.63095098744722,23.365943169021797,20.85215847584024,21.97330058025885,20.581719660372613,21.93619504181622,21.39099038280949,17.51961657449168
49,49,19.741931468169504,24.673317798718855,19.89440797035909,22.07598290968292,20.9863463158716,22.14037118539948,20.441017254379744,21.99802342583667
