,n_agents_above_belief_threshold,polarization_variance,engagement,free_speech_constraint,avg_user_effort,n_seeds
0.5,938.0,159.39999999999998,269.225,0.20409945132392035,38.44,15
0.5,931.0,168.70999999999998,278.036,0.21150628845731195,37.56,15
0.5,937.0,159.25,267.01700000000005,0.2028879162958374,38.435,15
0.5,936.0,164.91,269.1225,0.2084803933718544,38.724999999999994,15
0.5,938.0,158.765,272.3945,0.20241979385585773,38.835,15
0.5,934.0,161.72,262.19050000000004,0.20406938569192035,36.974999999999994,15
0.5,942.0,152.07999999999998,266.39099999999996,0.19612696377121974,38.525000000000006,15
0.5,929.0,166.865,265.74800000000005,0.20837115783310772,37.68,15
0.5,933.0,167.5,276.151,0.20986111319526052,39.14,15
0.5,941.0,153.86,269.1865,0.1951596151774335,38.51,15
0.5,933.0,156.39,261.1225,0.19987146421748195,38.4,15
0.5,936.0,161.05,270.62649999999996,0.20113436989485106,38.62,15
0.5,931.0,165.12,267.58299999999997,0.20414083407878486,38.235,15
0.5,938.0,159.01999999999998,265.64599999999996,0.19968709259192866,39.1,15
0.5,936.0,162.08,268.53,0.20545626036089243,37.935,15
0.5,935.0,161.18,265.126,0.20547375974691495,38.58,15
0.5,933.0,163.47,267.756,0.2073854419753921,38.295,15
0.5,937.5,161.32,267.6065,0.20365717171646114,38.959999999999994,15
0.5,937.0,161.69,277.91499999999996,0.20426281775632998,39.13,15
0.5,936.0,156.895,265.2095,0.19878565290890732,38.36,15
0.5,929.0,169.35000000000002,265.276,0.2126663542688382,37.485,15
0.5,930.0,165.91,266.22900000000004,0.2077978471812959,37.33,15
0.5,936.0,157.03,272.22950000000003,0.20421117341837608,38.185,15
0.5,935.0,159.66,261.5715,0.203447117574448,38.32,15
0.5,937.0,155.945,264.7895,0.2009840572958064,38.595,15
0.5,935.0,158.305,268.467,0.2053201982022729,38.61,15
0.5,937.0,157.495,264.381,0.20083574735499843,38.565,15
0.5,937.0,158.91,258.771,0.19898021104391933,38.254999999999995,15
0.5,936.0,160.85500000000002,273.1355,0.2058413626951312,38.5,15
0.5,931.0,166.57,277.122,0.21011743519448706,37.82,15
0.5,937.0,153.85500000000002,260.1735,0.1963284778238255,38.254999999999995,15
0.5,932.0,165.35,273.76,0.20973730999523027,37.75,15
0.5,939.0,159.79500000000002,276.102,0.20122160808103565,39.04,15
0.5,933.0,157.20499999999998,266.417,0.20102429880989897,38.075,15
0.5,932.5,161.05,268.95000000000005,0.20432963112078284,39.364999999999995,15
0.5,937.0,155.39499999999998,263.569,0.19675966443209303,37.825,15
0.5,935.0,160.63,264.1205,0.20259260046013475,37.864999999999995,15
0.5,935.0,159.875,266.18550000000005,0.2047345377677171,38.885000000000005,15
0.5,935.0,160.585,272.0995,0.204652657267862,38.05,15
0.5,935.0,162.465,268.9865,0.19885056997662381,38.015,15
0.5,935.0,160.81,265.365,0.20464185785928418,37.575,15
0.5,934.0,164.665,275.452,0.20794100223251125,38.004999999999995,15
0.5,936.0,161.53,274.695,0.203657622792522,38.08,15
0.5,928.0,166.85500000000002,268.61400000000003,0.20955859907726804,37.325,15
0.5,934.0,162.425,279.6915,0.2062344813678298,38.754999999999995,15
0.5,940.0,151.91500000000002,270.9525,0.19474104277158372,39.13,15
0.5,935.0,164.5,274.976,0.2069970031302421,37.665,15
0.5,935.0,157.88,268.6945,0.20523912741143563,37.745000000000005,15
0.5,934.0,159.835,269.2925,0.20321214784099084,37.835,15
0.5,937.0,159.285,259.3415,0.20079806177574333,38.39,15
0.5,938.0,160.42000000000002,274.7575,0.20447669620860545,38.965,20
0.5,931.0,160.935,265.068,0.205885381516483,38.525000000000006,20
0.5,934.0,160.39,265.70799999999997,0.20183354996171216,38.03,20
0.5,933.0,164.43,268.8125,0.21102247198967833,38.535,20
0.5,937.0,156.10500000000002,267.3365,0.19621088665753655,38.695,20
