,n_agents_above_belief_threshold,polarization_variance,engagement,free_speech_constraint,avg_user_effort,n_seeds
0.5,926.0,167.76,265.48699999999997,0.2089677324265296,37.709999999999994,1
0.5,950.0,140.39499999999998,234.82049999999998,0.1637600294388385,38.599999999999994,1
0.5,925.5,176.445,300.60850000000005,0.21233748233659494,36.47,1
0.5,942.0,174.15,303.6835,0.20977212481781782,43.120000000000005,1
0.5,938.0,168.89,276.313,0.2105303150964144,34.525,1
0.5,923.0,175.95,266.806,0.21575056219533484,39.44,1
0.5,953.5,137.095,246.0085,0.1911242067242307,41.565,1
0.5,953.5,137.095,246.0085,0.1911242067242307,41.565,1
0.5,953.5,137.095,246.0085,0.1911242067242307,41.565,1
0.5,916.0,173.135,251.36950000000002,0.22131721698582504,34.085,1
0.5,948.5,137.555,257.9715,0.1824339993332572,37.385,1
0.5,918.0,177.9,248.472,0.2091989239187654,37.955,1
0.5,938.0,156.11,265.20349999999996,0.20520395446800072,39.345,1
0.5,938.0,166.89999999999998,282.778,0.21237348086057206,40.605000000000004,1
0.5,943.0,157.3,270.6295,0.2038023056858806,37.955,1
0.5,943.0,156.185,271.77599999999995,0.2045438945517347,37.72,1
0.5,912.0,174.97,228.32150000000001,0.2134257912288578,31.255000000000003,1
0.5,953.0,145.22,259.651,0.1717051206221923,37.945,1
0.5,925.0,173.94,289.4405,0.21898196321711305,36.29,1
0.5,938.0,168.89,276.313,0.2105303150964144,34.525,1
0.5,940.0,138.26,287.8485,0.18514693588236555,41.345,1
0.5,936.0,164.19,258.39549999999997,0.22052678897037195,38.905,1
0.5,940.5,151.73,276.9065,0.1963149685735355,39.224999999999994,1
0.5,912.5,219.595,338.98,0.2704366189241832,38.065,1
0.5,928.0,163.57999999999998,243.8605,0.20321523718010395,34.72,1
0.5,937.5,166.14999999999998,306.3275,0.22020618013515159,37.5,1
0.5,924.0,159.765,237.0685,0.21285148651263214,34.04,1
0.5,941.5,131.365,250.993,0.1762516675666532,38.92,1
0.5,946.0,134.25,271.216,0.1914828049528872,37.144999999999996,1
0.5,938.0,168.89,276.313,0.2105303150964144,34.525,1
0.5,950.5,127.045,247.95499999999998,0.16513585098377295,38.735,1
0.5,913.5,175.94,266.9525,0.2139803182077082,34.78,1
0.5,940.5,179.855,280.20050000000003,0.22973775612327324,38.175,1
0.5,961.0,134.82,291.1935,0.17601982299818392,42.18,1
0.5,945.5,147.065,275.3535,0.19756758072660618,39.33,1
0.5,950.5,127.045,247.95499999999998,0.16513585098377295,38.735,1
0.5,933.5,159.67000000000002,247.941,0.20056330521896737,39.215,1
0.5,936.5,147.66,276.875,0.20077603900768035,37.925,1
0.5,948.5,139.52,290.93949999999995,0.18693232267191573,43.394999999999996,1
0.5,916.0,173.135,251.36950000000002,0.22131721698582504,34.085,1
0.5,930.5,167.29000000000002,286.539,0.22040899783507384,38.5,1
0.5,929.5,163.265,259.388,0.21016202060175498,38.965,1
0.5,944.0,159.08999999999997,287.1995,0.20620748195194688,40.83,1
0.5,935.0,156.7,257.2415,0.2036374021630719,38.269999999999996,1
0.5,948.5,137.555,257.9715,0.1824339993332572,37.385,1
0.5,936.5,163.76,285.0965,0.2114846291149568,35.355000000000004,1
0.5,919.5,170.22,266.17949999999996,0.2082009465693531,34.33,1
0.5,942.0,174.15,303.6835,0.20977212481781782,43.120000000000005,1
0.5,940.5,179.855,280.20050000000003,0.22973775612327324,38.175,1
0.5,938.0,156.11,265.20349999999996,0.20520395446800072,39.345,1
0.5,948.5,141.29,268.7655,0.1916082174901348,39.41,1
0.5,949.5,135.01,265.7455,0.16841769398180295,37.355000000000004,1
0.5,953.5,137.095,246.0085,0.1911242067242307,41.565,1
0.5,933.5,159.67000000000002,247.941,0.20056330521896737,39.215,1
0.5,933.5,159.67000000000002,247.941,0.20056330521896737,39.215,1
0.5,944.0,159.08999999999997,287.1995,0.20620748195194688,40.83,1
0.5,928.0,163.57999999999998,243.8605,0.20321523718010395,34.72,1
0.5,933.0,159.125,250.611,0.20036927344359468,38.175,1
0.5,937.5,159.20999999999998,248.279,0.19253097622174695,39.355000000000004,1
0.5,936.5,163.76,285.0965,0.2114846291149568,35.355000000000004,1
0.5,932.0,168.10000000000002,278.4835,0.21072134061822806,37.260000000000005,5
0.5,933.0,155.945,272.9855,0.19789216194511772,37.82,5
0.5,921.0,175.815,273.39549999999997,0.21550470837910174,36.230000000000004,5
0.5,943.0,150.04000000000002,270.05899999999997,0.19836393691165605,38.575,5
0.5,918.5,181.995,261.31600000000003,0.22833456225228854,37.035,5
0.5,928.0,166.20499999999998,267.131,0.20670950243483155,37.335,5
0.5,942.0,149.86,272.5415,0.1982370266303567,39.955,5
0.5,950.0,139.985,270.5955,0.18355570987673486,39.635,5
0.5,939.0,154.95999999999998,261.40250000000003,0.19751103736620415,38.78,5
0.5,927.0,162.77499999999998,250.228,0.19908323824755705,36.94,5
0.5,933.0,164.36,273.4845,0.2029787506038882,37.0,5
0.5,940.0,149.34,249.7665,0.19227466804162158,37.245000000000005,5
0.5,924.0,173.925,268.499,0.21291534362426115,36.76,5
0.5,934.5,148.95499999999998,267.35299999999995,0.1914010306150352,38.03,5
0.5,937.0,159.275,269.093,0.2000132074897589,39.195,5
0.5,940.0,147.16,260.33349999999996,0.18721924983817628,38.185,5
0.5,938.0,155.315,278.829,0.19698869814271946,40.16,5
0.5,928.0,171.425,285.4585,0.21201245679402403,38.58,5
0.5,940.5,150.79000000000002,254.538,0.19413790892425886,39.41,5
0.5,929.0,161.19,269.3805,0.19892173277510933,37.715,5
0.5,927.0,174.24,275.2545,0.2137349194518815,37.43,5
0.5,940.0,150.1,270.48699999999997,0.19174860601415825,37.175,5
0.5,934.0,170.495,286.8285,0.21156061008075538,39.015,5
0.5,937.5,157.16500000000002,281.533,0.20566118733256045,37.85,5
0.5,929.5,169.79,263.13800000000003,0.20989755255121229,37.5,5
0.5,942.0,149.17,258.725,0.18950962324354464,37.209999999999994,5
0.5,930.0,163.17000000000002,273.339,0.2078694149776012,37.510000000000005,5
0.5,925.0,168.45,260.692,0.21075073054632815,36.375,5
0.5,932.0,156.905,252.846,0.1948853157171983,39.015,5
0.5,930.0,173.21499999999997,281.85699999999997,0.2150968887227851,37.715,5
0.5,926.0,161.81,252.574,0.20708424423691546,36.43,5
0.5,928.0,162.28,256.298,0.19933384991930947,36.925,5
0.5,941.0,154.17,256.42999999999995,0.19924966827369445,37.004999999999995,5
0.5,938.0,163.29500000000002,284.741,0.20382126501930586,40.115,5
0.5,940.0,150.72,263.63649999999996,0.19939717810479235,39.925,5
0.5,942.0,153.785,278.28549999999996,0.19597378185041214,39.68,5
0.5,940.0,153.56,257.9415,0.1966830730185628,38.815,5
0.5,932.0,169.75,280.99699999999996,0.20827381792602814,38.985,5
0.5,927.0,171.605,260.977,0.22246456739600384,37.644999999999996,5
0.5,920.0,173.715,256.414,0.2143528201068392,35.7,5
0.5,932.5,158.24,257.09000000000003,0.2032396214657359,36.195,5
0.5,939.0,160.695,261.25199999999995,0.2040778545454932,37.87,5
0.5,922.5,171.14999999999998,268.3985,0.2138063437558237,37.185,5
0.5,930.0,174.035,275.211,0.2170518232960365,37.405,5
0.5,930.0,160.87,252.969,0.19874082442377944,37.629999999999995,5
0.5,937.0,152.72,266.859,0.18767932599796824,40.394999999999996,5
0.5,935.0,159.465,273.43899999999996,0.20497978947265966,38.275000000000006,5
0.5,934.0,159.36,259.3375,0.1993217671875303,38.065,5
0.5,941.0,152.14499999999998,266.6305,0.1977395749891435,38.754999999999995,5
0.5,933.0,159.16500000000002,262.5675,0.19391121547919965,38.89,5
0.5,941.0,151.875,263.558,0.19224689329393352,38.555,5
0.5,931.5,152.01,252.41750000000002,0.1923453225285141,36.865,5
0.5,937.0,151.245,261.274,0.18638448945965258,37.82,5
0.5,925.0,175.82,265.74800000000005,0.21572159513988348,37.24,5
0.5,941.0,148.285,269.45799999999997,0.19372082788401096,39.235,5
0.5,929.0,164.845,272.012,0.20809608179614825,36.97,5
0.5,940.5,150.41,258.0635,0.19102046100654366,36.91,5
0.5,935.0,164.75,275.4615,0.2144141700742522,37.67,5
0.5,922.0,180.905,276.83900000000006,0.2287674661140614,36.275000000000006,5
0.5,933.0,156.95,266.9635,0.1984526435623139,38.365,5
0.5,926.5,174.35500000000002,275.2935,0.2161626884991965,36.875,5
0.5,936.0,166.37,272.693,0.20386358763330986,38.095,5
0.5,939.0,152.615,261.82000000000005,0.1883993636990638,39.735,5
0.5,937.0,165.56,275.7095,0.21075773748612203,37.81,5
0.5,926.0,170.725,259.01599999999996,0.20885131805889545,36.33,5
0.5,927.0,167.875,267.8215,0.21113707545356258,37.855000000000004,5
0.5,920.0,172.0,259.0155,0.216684877579989,36.195,5
0.5,930.5,167.14999999999998,267.63199999999995,0.2084858019155929,38.55,5
0.5,938.0,161.775,291.676,0.2086565056862021,39.15,5
0.5,953.0,140.965,281.552,0.187018197216266,40.825,5
0.5,930.0,168.62,272.706,0.21066439334572776,37.595,5
0.5,944.0,143.78500000000003,261.55,0.18382674780429925,39.82,5
0.5,933.0,164.65,272.834,0.20660864538306556,37.44,5
0.5,935.0,160.54500000000002,267.73350000000005,0.20833470593505227,37.47,5
0.5,923.0,173.24,264.47950000000003,0.2117239732626507,37.4,5
0.5,931.0,166.64,268.65099999999995,0.20969890940363084,38.075,5
0.5,936.0,153.175,260.97249999999997,0.19410435065653414,37.644999999999996,5
0.5,938.0,156.56,269.737,0.20010308965744839,38.614999999999995,5
0.5,943.0,155.14,277.13300000000004,0.20005870833078246,40.925,5
0.5,931.0,158.91500000000002,260.2425,0.20082690152692426,37.269999999999996,5
0.5,937.0,163.54000000000002,281.592,0.21124115054860548,39.41,5
0.5,937.0,148.15,265.1875,0.19436948549057298,38.31,5
0.5,932.0,169.555,270.325,0.21443188505309874,37.56,5
0.5,936.0,163.72,272.90999999999997,0.2151909799744678,38.425,5
0.5,923.0,172.865,276.3005,0.22018032871809734,36.19,5
0.5,936.0,162.47500000000002,260.5005,0.205055034623044,37.989999999999995,5
0.5,930.5,167.38,273.4435,0.2126336938073449,37.2,5
0.5,929.0,169.275,265.448,0.2132221017044512,37.935,5
0.5,943.0,139.43,263.0725,0.18065221455076813,38.575,5
0.5,935.0,156.065,267.416,0.20037838007149056,37.905,5
0.5,937.5,161.855,278.004,0.21035998354207044,39.435,5
0.5,933.5,159.16,263.3795,0.2052397430415924,38.065,5
0.5,934.0,162.14499999999998,282.67949999999996,0.2103991306314646,37.725,5
0.5,939.0,150.07,251.7145,0.1925264089445904,36.629999999999995,5
0.5,940.0,156.23000000000002,262.57000000000005,0.20044720574315245,38.769999999999996,5
0.5,931.0,168.44,257.28,0.2120242071622335,37.825,5
0.5,939.0,152.64,279.76149999999996,0.19450829087583216,40.335,5
0.5,926.0,159.60000000000002,252.45100000000002,0.2002119888591988,36.58,5
0.5,940.0,151.015,259.22,0.19160959933974647,39.019999999999996,5
0.5,931.0,170.89,281.2815,0.20507934204146422,39.28,5
0.5,936.0,155.655,268.677,0.19878877430986086,37.93,10
0.5,927.0,163.07999999999998,259.856,0.20307816055308775,37.07,10
0.5,933.0,163.72,264.0365,0.2068306745598748,37.575,10
0.5,934.0,163.425,268.46500000000003,0.20748200231675218,38.69,10
0.5,936.0,159.88,269.99350000000004,0.20461182092746588,38.55,10
0.5,937.0,157.76999999999998,267.00750000000005,0.2042112365090742,39.705,10
0.5,937.0,155.67000000000002,272.8375,0.19868637584303622,38.575,10
0.5,933.0,160.595,264.033,0.2077761632859938,37.85,10
0.5,937.0,160.005,270.9255,0.20546760372259776,39.245000000000005,10
0.5,940.0,155.95,270.617,0.1976333783381788,38.205,10
0.5,934.0,157.505,257.293,0.19893765496353366,38.575,10
0.5,931.0,174.05,283.32349999999997,0.2154252924800841,37.79,10
0.5,942.0,150.145,268.829,0.1931401752623027,38.755,10
0.5,934.0,161.015,261.776,0.2006093030001564,37.77,10
0.5,932.0,157.87,253.767,0.1976681697180575,37.59,10
0.5,945.0,152.185,280.4445,0.19702158953099463,40.085,10
0.5,938.0,160.935,274.45799999999997,0.21126570389425559,38.625,10
0.5,934.0,164.93,283.9375,0.20839418036103624,38.57,10
0.5,937.0,163.225,279.3995,0.2084666440930377,38.48,10
0.5,929.0,170.235,269.0395,0.21630351740741793,36.35,10
0.5,936.0,151.64,254.4875,0.1949072781883467,38.92,10
0.5,929.0,164.95,258.0525,0.20769892501794834,37.11,10
0.5,941.0,153.77,283.7775,0.19912554826192905,37.71,10
0.5,944.0,150.34,269.92600000000004,0.19729457031485814,38.435,10
0.5,930.0,165.74,272.8315,0.20917479239082448,38.375,10
0.5,932.0,163.18,267.5675,0.2061304627111345,37.55,10
0.5,923.0,177.135,271.92,0.21925649287921894,37.955,10
0.5,933.0,157.085,258.5345,0.2002678876297726,37.485,10
0.5,936.0,160.68,275.052,0.20509390875427214,38.915,10
0.5,934.0,159.78,269.808,0.2047575106110744,39.035,10
0.5,939.0,158.14499999999998,283.37,0.2014015440404534,38.56,10
0.5,939.0,160.14499999999998,284.42449999999997,0.20683931846124795,38.05,10
0.5,933.0,163.55,269.8385,0.2101445427068402,37.614999999999995,10
0.5,935.0,158.015,268.35450000000003,0.20410316570843207,38.42,10
0.5,931.0,163.13,266.4935,0.20733231010087622,38.7,10
0.5,932.0,165.03500000000003,276.9185,0.2077470764661974,37.715,10
0.5,929.0,171.55,270.0415,0.21563414713684395,37.18,10
0.5,934.0,161.91,271.32849999999996,0.20506653976944944,37.965,10
0.5,937.0,154.125,269.93,0.19724031848561263,38.96,10
0.5,929.5,166.88,268.427,0.21165415303421056,36.540000000000006,10
0.5,931.0,170.405,285.06600000000003,0.21321425249147405,38.980000000000004,10
0.5,933.0,162.70499999999998,263.972,0.20865876603763805,37.815,10
0.5,937.0,156.615,269.015,0.20003333511244392,38.57,10
0.5,934.5,156.975,261.85450000000003,0.19991088438296026,37.480000000000004,10
0.5,937.0,158.16500000000002,267.808,0.1998841510450368,38.525,10
0.5,931.0,163.70499999999998,263.6645,0.20857659271958556,37.57,10
0.5,933.0,165.13,266.701,0.21136482783516275,37.5,10
0.5,931.0,160.235,263.3515,0.20622071743056214,38.2,10
0.5,937.0,159.07,274.374,0.20571572731157328,38.995000000000005,10
0.5,930.0,168.07,273.9865,0.2080401070770167,37.334999999999994,10
0.5,932.0,165.765,265.177,0.20707506533635894,37.510000000000005,10
0.5,938.0,157.305,283.361,0.2037238974050204,39.18,10
0.5,929.0,166.015,262.526,0.21068431430386797,37.775000000000006,10
0.5,935.0,157.41,254.37099999999998,0.2024573093754518,36.8,10
0.5,929.0,164.71499999999997,269.382,0.2069179955059028,37.435,10
0.5,933.0,164.79000000000002,262.09000000000003,0.2080057571774725,38.535,10
0.5,937.0,162.45,277.10799999999995,0.2021141567855212,39.004999999999995,10
0.5,936.0,156.29,270.49649999999997,0.20039963018375778,37.84,10
0.5,935.0,155.075,265.1635,0.20444896964026954,37.379999999999995,10
0.5,940.0,150.405,265.9455,0.1948769374613618,38.155,10
0.5,929.0,168.405,275.452,0.2110985552700079,38.05,10
0.5,934.0,164.21499999999997,262.926,0.20684395844431058,37.795,10
0.5,941.0,152.115,271.5795,0.1990728334227534,38.445,10
0.5,931.0,162.42000000000002,266.095,0.2054997286966978,37.730000000000004,10
0.5,930.0,169.23000000000002,280.10249999999996,0.2137156138802636,38.285,10
0.5,936.0,161.77499999999998,278.3735,0.20823006925671111,37.91,10
0.5,938.0,154.035,265.60699999999997,0.19592899163636368,37.754999999999995,10
0.5,940.0,151.19,265.55449999999996,0.19451725950243814,39.835,10
0.5,929.0,172.64999999999998,276.966,0.21432628064723463,38.235,10
0.5,940.0,151.35500000000002,272.698,0.19321280362578486,37.99,10
0.5,932.0,165.755,270.0095,0.2096500990246648,37.974999999999994,10
0.5,936.0,155.69,266.42499999999995,0.2019976104793276,37.97,10
0.5,924.0,175.04500000000002,265.3635,0.21532707059702774,36.835,10
0.5,937.0,154.985,266.341,0.2011111778722259,38.295,10
0.5,930.0,165.04500000000002,263.00149999999996,0.2072068533313475,36.765,10
0.5,929.0,170.975,279.0815,0.21391442910194947,38.535,10
0.5,940.0,151.78,275.089,0.19511594998109555,38.12,10
0.5,942.0,157.915,285.231,0.20172443536919898,39.04,10
0.5,940.0,153.85000000000002,271.88750000000005,0.1999176016861448,38.815,10
0.5,930.0,165.41,267.808,0.20639646010587936,37.905,10
0.5,935.0,165.98,274.887,0.2099708522871639,38.535,10
0.5,938.0,158.365,274.557,0.20264338682552885,38.495000000000005,10
0.5,932.0,163.495,269.788,0.20397745851822763,37.59,10
0.5,936.0,160.25,272.326,0.20376740208301564,38.85,10
0.5,934.0,157.555,258.1325,0.19487335563077957,38.05,10
0.5,937.0,158.32,273.1675,0.2065505703808116,38.83,10
0.5,935.0,159.98000000000002,268.6655,0.20257591173299305,38.295,10
0.5,930.0,169.59,276.41999999999996,0.21529412474355591,36.85,10
0.5,932.0,163.84,268.29200000000003,0.2084223309998758,37.474999999999994,10
0.5,932.0,170.065,268.073,0.21254612753419874,38.42,10
0.5,931.0,168.195,270.8845,0.21069784975610806,37.39,10
0.5,942.0,148.675,264.68899999999996,0.1924151026862159,39.04,10
0.5,933.0,162.265,272.4045,0.20019611237475776,38.285,10
0.5,935.0,165.60000000000002,272.313,0.20879126993778255,37.555,10
0.5,931.0,161.97,257.7375,0.20726088895032674,37.12,10
0.5,932.0,165.14999999999998,282.78700000000003,0.20380758085946704,38.7,10
0.5,936.0,157.435,265.4855,0.20052527483238605,38.055,10
0.5,928.0,169.15,262.47450000000003,0.20696233593643215,37.275000000000006,10
0.5,938.0,154.31,259.577,0.19786020098142199,37.82,10
0.5,944.0,148.78500000000003,271.9645,0.19168050674294163,38.315,10
0.5,937.0,159.475,271.30949999999996,0.2066466441347333,38.75,15
0.5,931.0,166.5,273.3905,0.2061153707955519,38.7,15
0.5,934.0,160.245,271.746,0.20263652842652713,38.864999999999995,15
0.5,936.0,154.885,270.092,0.19627307300016594,38.36,15
0.5,936.0,159.5,264.343,0.20392994106510565,38.165,15
0.5,940.0,154.29500000000002,272.8755,0.19626198252859461,39.095,15
0.5,935.0,162.555,270.4375,0.2046138871683768,38.935,15
0.5,938.0,150.85000000000002,261.34299999999996,0.19467950971783746,38.05,15
0.5,934.0,160.92000000000002,265.7175,0.204406499351142,38.1,15
0.5,936.0,160.13,265.1355,0.20317593406061585,38.085,15
0.5,939.0,151.785,271.32,0.1952052115879635,39.695,15
0.5,928.0,168.305,275.4475,0.2093747369114523,38.01,15
0.5,935.0,162.78,281.4605,0.20837855504882755,38.114999999999995,15
0.5,935.0,159.54500000000002,272.662,0.20463110343770566,38.095,15
0.5,932.0,163.29000000000002,269.3605,0.20478485380615413,37.13,15
0.5,935.0,163.63,269.13300000000004,0.2037305631599293,38.1,15
0.5,934.0,164.495,272.614,0.2054523611592341,38.785,15
0.5,937.0,154.47500000000002,266.228,0.19684243705725857,38.625,15
0.5,942.0,150.575,267.8695,0.1926243552891867,39.16,15
0.5,936.0,163.885,279.976,0.2071761571360525,38.644999999999996,15
0.5,938.0,157.005,264.372,0.19876189217178056,37.655,15
0.5,935.0,159.055,274.4855,0.2038498485454524,37.89,15
0.5,932.0,161.35500000000002,267.029,0.21032965649752206,38.17,15
0.5,943.0,151.12,271.553,0.1965863438130746,39.68,15
0.5,938.0,159.385,278.5215,0.2044865042867181,38.57,15
0.5,937.0,157.45999999999998,267.3175,0.19714899332816666,37.7,15
0.5,936.0,152.635,259.1805,0.19644833207994164,38.46,15
0.5,934.0,161.33499999999998,262.905,0.2065865438967338,38.34,15
0.5,934.0,163.21,269.9475,0.2042264117936698,38.06,15
0.5,929.0,165.495,261.6735,0.20974519844430883,37.945,15
0.5,933.0,163.985,271.8905,0.20693890655346686,38.58,15
0.5,930.0,166.91,278.30600000000004,0.21043459128006253,38.055,15
0.5,932.5,163.88,266.73,0.20423056239772766,37.57,15
0.5,941.0,157.27499999999998,277.063,0.20191071088189427,39.18,15
0.5,936.0,160.255,271.96500000000003,0.20546019907286406,38.585,15
0.5,938.0,155.245,266.4415,0.2002937156848552,38.065,15
0.5,940.0,156.335,275.2205,0.19900074869407164,38.84,15
0.5,937.0,157.11,269.7935,0.20188573914564145,38.635000000000005,15
0.5,933.0,164.005,272.3265,0.2078818543991583,37.61,15
0.5,934.0,158.755,262.4335,0.201111287405486,37.870000000000005,15
0.5,937.0,158.235,269.376,0.2026801018645159,38.73,15
0.5,931.0,169.47,272.41049999999996,0.21290108523788176,38.35,15
0.5,936.0,159.20999999999998,274.513,0.2045031768103347,38.224999999999994,15
0.5,936.0,164.86,282.77250000000004,0.20712848428173364,38.025000000000006,15
0.5,936.0,159.255,274.46,0.2018459689747933,38.945,15
0.5,934.0,167.025,283.536,0.21268924240448495,38.435,15
0.5,935.5,158.27,271.36199999999997,0.20255376725314975,38.615,15
0.5,940.0,154.95,271.9605,0.19775583749485195,38.86,15
0.5,935.0,158.17,257.6425,0.19882460404660168,37.98,15
0.5,940.0,154.99,269.35299999999995,0.1999717545932656,38.644999999999996,15
0.5,942.0,152.99,266.4045,0.19820878374365508,39.1,15
0.5,936.0,157.165,267.294,0.20066670481207954,38.46,15
0.5,936.0,157.385,265.39549999999997,0.2012457415550698,38.8,15
0.5,938.0,154.335,271.903,0.19932685333975686,38.08,15
0.5,935.0,160.235,270.7255,0.2062007435509569,38.64,15
0.5,931.0,168.99,275.60450000000003,0.21185523553386837,37.995000000000005,15
0.5,926.0,171.85500000000002,271.7585,0.21509978020316375,37.265,15
0.5,932.0,165.235,266.82,0.20595885816187195,37.585,15
0.5,932.0,158.45999999999998,260.65099999999995,0.20493028584611414,37.945,15
0.5,940.0,155.08499999999998,273.382,0.19878565290890732,39.105000000000004,15
0.5,938.0,159.325,269.071,0.20040231664566355,38.9,15
0.5,935.0,157.85500000000002,269.53499999999997,0.20123427180050504,37.68,15
0.5,941.0,154.67000000000002,268.99800000000005,0.20000261323157625,38.535,15
0.5,932.0,162.265,266.08849999999995,0.20521274481536095,38.175,15
0.5,933.0,163.18,267.0015,0.20901948416364555,38.45,15
0.5,933.0,162.285,260.555,0.2055670772418893,38.225,15
0.5,939.0,159.095,274.015,0.2047794183883384,40.05,15
0.5,929.0,167.09,271.3275,0.2111891113370494,38.19,15
0.5,933.5,160.985,271.853,0.20729440847110897,37.66,15
0.5,935.0,159.7,262.376,0.19926074456185378,38.21,15
0.5,935.0,158.12,269.524,0.20108526953532307,37.925,15
0.5,934.0,158.195,264.298,0.1999518408188552,37.96,15
0.5,941.0,157.515,280.70000000000005,0.20261174098181034,39.379999999999995,15
0.5,932.0,161.66,262.422,0.20354468203553888,37.17,15
0.5,929.0,163.425,261.91650000000004,0.20524922026125225,37.59,15
0.5,942.0,154.04000000000002,279.2185,0.19489428978386636,39.46,15
0.5,935.5,156.025,266.13599999999997,0.19986053185950475,38.5,15
0.5,940.0,152.525,277.46500000000003,0.19592099344958203,38.745000000000005,15
0.5,935.0,160.67,271.86,0.2030450876422326,37.93,15
0.5,931.0,159.51999999999998,265.5455,0.20322022819186442,38.5,15
0.5,933.0,162.2,272.839,0.20500113355997135,37.935,15
0.5,931.0,165.09,263.902,0.20804862781379055,38.375,15
0.5,934.0,160.245,265.99,0.19881516490440815,38.06,15
0.5,936.0,162.065,275.44,0.2072170153639611,39.095,15
0.5,937.0,157.29000000000002,268.008,0.2004007503105682,38.495000000000005,15
0.5,936.0,154.33,258.22299999999996,0.19690240093557781,37.55,15
0.5,940.0,154.78,266.8885,0.19914182657113816,38.915,15
0.5,936.0,154.415,263.321,0.19606058665807596,38.230000000000004,15
0.5,941.0,155.995,275.2715,0.19812835519116623,39.36,15
0.5,931.0,164.965,271.3365,0.2076895853747705,37.95,15
0.5,938.0,158.975,263.90049999999997,0.20127505401013715,39.07,15
0.5,933.0,167.005,280.1435,0.20810414081077624,38.989999999999995,15
0.5,939.0,156.48000000000002,269.1795,0.19804547107724635,38.495000000000005,15
0.5,931.0,162.95,266.3005,0.20427822493505854,38.215,15
0.5,935.5,160.39999999999998,274.499,0.2057806071993736,38.61,15
0.5,930.0,169.325,272.08399999999995,0.2118068958490695,37.575,15
0.5,934.0,161.05,273.383,0.20480657631379773,39.165,15
0.5,934.0,163.34,264.0455,0.2015379521564791,38.305,15
0.5,933.0,158.59,262.149,0.20321259894494595,38.64,15
0.5,935.0,162.84,279.967,0.2065756392126023,39.345,15
0.5,934.0,161.565,268.83500000000004,0.2068969987105058,39.62,20
0.5,937.0,156.92000000000002,271.95000000000005,0.20230329681944914,38.595,20
0.5,935.0,156.375,264.921,0.19743594455742292,38.06,20
0.5,932.0,164.95499999999998,264.748,0.20703518112483138,37.77,20
0.5,932.0,162.375,266.168,0.20545845747179525,38.155,20
0.5,933.0,161.56,267.37649999999996,0.2066157148343154,38.114999999999995,20
0.5,935.0,160.005,267.533,0.2038624115095511,38.39,20
0.5,932.0,163.47500000000002,275.4465,0.2057738228658515,38.05,20
