,n_agents_above_belief_threshold,polarization_variance,engagement,free_speech_constraint,avg_user_effort
13727,927.8333333333334,276.6606666666667,243.01613333333336,0.263015388942069,38.21766666666666
13728,855.6,381.3800000000001,235.5716666666667,0.10709516479985455,36.82433333333332
13729,906.3333333333334,300.35766666666666,244.54483333333332,0.14254998668039434,38.398666666666664
13730,926.1,269.24533333333335,248.20149999999998,0.17882339680607615,39.05999999999999
13731,933.0333333333333,259.6893333333333,248.63309999999993,0.21274636992746263,39.190666666666665
13732,934.3333333333334,258.1143333333333,248.70069999999998,0.2356846468996953,39.07366666666666
13733,929.2,270.3276666666667,244.89130000000003,0.2609466021899115,38.45233333333332
13734,875.2666666666667,358.0186666666667,238.09930000000003,0.11929839298064743,37.36566666666667
13735,916.9666666666667,285.75433333333336,247.04923333333335,0.15491869217502258,38.93600000000001
13736,932.9666666666667,252.27700000000002,253.0639,0.1855373136062749,39.80366666666667
13737,940.9333333333333,239.7486666666667,256.99746666666664,0.21171264068681636,40.451
13738,937.0666666666667,252.1276666666667,252.15790000000004,0.23783788768220343,39.684333333333335
13739,936.1,258.0486666666667,251.4069666666667,0.25625247429526354,39.516000000000005
13740,880.7,353.60233333333343,238.03793333333334,0.1293808740724315,37.65166666666666
13741,917.9333333333333,282.8033333333333,246.4258333333333,0.1642426272822774,38.80733333333333
13742,931.8,255.74466666666663,252.89343333333332,0.1948386422673502,39.839000000000006
13743,939.3666666666667,240.16199999999998,252.95906666666679,0.2177347226525543,39.85200000000001
13744,940.1,246.40233333333336,255.40066666666672,0.23998559779030346,40.24366666666666
13745,939.0333333333333,250.39566666666667,253.81386666666668,0.25805465561046576,39.91933333333334
13746,880.8333333333334,358.3233333333335,237.00726666666668,0.13911652611382044,37.43666666666666
13747,920.8666666666667,279.15400000000005,250.70086666666666,0.16842236639786157,39.54633333333333
13748,932.2666666666667,253.69766666666666,252.73476666666667,0.19981452108618938,39.66600000000001
13749,942.1,237.83233333333334,257.1785666666667,0.22051766887286067,40.61366666666667
13750,936.3666666666667,249.77866666666662,250.5029333333333,0.24697433924649875,39.48466666666666
13751,938.4666666666667,254.00633333333334,253.35543333333328,0.263247140311939,40.014333333333326
13752,728.3,532.2176666666667,231.38493333333332,0.07669176012459171,35.13266666666666
13753,857.2333333333333,375.96833333333336,229.34369999999998,0.13648577763412753,35.717666666666666
13754,907.0,306.47700000000003,239.02016666666663,0.18545193313318759,37.40266666666667
13755,917.8333333333334,283.3163333333333,240.2758,0.21819198134224205,37.78433333333333
13756,920.5666666666667,287.0536666666667,239.58643333333333,0.2453290494889881,37.51233333333334
13757,919.4333333333333,299.99233333333336,241.26666666666662,0.26749939459097827,37.855000000000004
13758,800.2333333333333,452.8016666666665,228.66669999999996,0.09121363995614357,35.34733333333334
13759,874.1333333333333,348.4623333333333,232.31130000000005,0.1395888987510819,36.18833333333335
13760,915.8666666666667,288.4353333333333,240.54603333333327,0.18346960072141044,37.795999999999985
13761,925.3666666666667,273.1056666666666,243.99533333333332,0.21617256210836486,38.328
13762,930.3333333333334,266.8860000000001,247.0539666666667,0.2379468213407802,38.74
13763,927.8333333333334,276.6606666666667,243.01613333333336,0.2636810975460294,38.21766666666666
13764,855.6,381.3800000000001,235.5716666666667,0.11251555355051883,36.82433333333332
13765,906.3333333333334,300.35766666666666,244.54483333333332,0.1452550498572407,38.398666666666664
13766,926.1,269.24533333333335,248.20149999999998,0.18038658195647933,39.05999999999999
13767,933.0333333333333,259.6893333333333,248.63309999999993,0.2140707617552825,39.190666666666665
13768,934.3333333333334,258.1143333333333,248.70069999999998,0.23697780597066054,39.07366666666666
13769,929.2,270.3276666666667,244.89130000000003,0.2622409132799134,38.45233333333332
13770,875.2666666666667,358.0186666666667,238.09930000000003,0.12675454677853953,37.36566666666667
13771,916.9666666666667,285.75433333333336,247.04923333333335,0.1593917290601286,38.93600000000001
13772,932.9666666666667,252.27700000000002,253.0639,0.1883536764699948,39.80366666666667
13773,940.9333333333333,239.7486666666667,256.99746666666664,0.21376490752270633,40.451
13774,937.0666666666667,252.1276666666667,252.15790000000004,0.23974399007808278,39.684333333333335
13775,936.1,258.0486666666667,251.4069666666667,0.25813556458120934,39.516000000000005
13776,880.7,353.60233333333343,238.03793333333334,0.13836715715834638,37.65166666666666
13777,917.9333333333333,282.8033333333333,246.4258333333333,0.16992825084877225,38.80733333333333
13778,931.8,255.74466666666663,252.89343333333332,0.19873151715827114,39.839000000000006
13779,939.3666666666667,240.16199999999998,252.95906666666679,0.22069054936247054,39.85200000000001
13780,940.1,246.40233333333336,255.40066666666672,0.2425065089009321,40.24366666666666
13781,939.0333333333333,250.39566666666667,253.81386666666668,0.2604961407699067,39.91933333333334
13782,880.8333333333334,358.3233333333335,237.00726666666668,0.14931218709656754,37.43666666666666
13783,920.8666666666667,279.15400000000005,250.70086666666666,0.17488029087180454,39.54633333333333
13784,932.2666666666667,253.69766666666666,252.73476666666667,0.20457486922976717,39.66600000000001
13785,942.1,237.83233333333334,257.1785666666667,0.22417030883882808,40.61366666666667
13786,936.3666666666667,249.77866666666662,250.5029333333333,0.2502186725974004,39.48466666666666
13787,938.4666666666667,254.00633333333334,253.35543333333328,0.2662328968332101,40.014333333333326
13788,728.3,532.2176666666667,231.38493333333332,0.07713496161911954,35.13266666666666
13789,857.2333333333333,375.96833333333336,229.34369999999998,0.13664960094111697,35.717666666666666
13790,907.0,306.47700000000003,239.02016666666663,0.1856003015704499,37.40266666666667
13791,917.8333333333334,283.3163333333333,240.2758,0.2183389869670555,37.78433333333333
13792,920.5666666666667,287.0536666666667,239.58643333333333,0.2454727616295588,37.51233333333334
13793,919.4333333333333,299.99233333333336,241.26666666666662,0.2676402582798613,37.855000000000004
13794,800.2333333333333,452.8016666666665,228.66669999999996,0.09393952406208302,35.34733333333334
13795,874.1333333333333,348.4623333333333,232.31130000000005,0.1406187166986102,36.18833333333335
13796,915.8666666666667,288.4353333333333,240.54603333333327,0.18417284491032518,37.795999999999985
13797,925.3666666666667,273.1056666666666,243.99533333333332,0.2168393186295693,38.328
13798,930.3333333333334,266.8860000000001,247.0539666666667,0.23861097763378314,38.74
13799,927.8333333333334,276.6606666666667,243.01613333333336,0.2643468061499898,38.21766666666666
13800,855.6,381.3800000000001,235.5716666666667,0.11793594230118316,36.82433333333332
