,Unnamed: 0,belief_metric_threshold,n_edges,ratio_normal_user,mean_normal_user,mean_disinformer,high_media_lit,deffuant_mu,sampling_p_update,n_posts_estimate_similarity,del_t,mlit_select,rank_punish,rank_t,strikes_t,scenario,policy,model
15117,15117,80.0,3.0,0.9930851855394072,0.0,8.0,0.2851257267625852,0.0185664008066397,0.027594598317021,5.0,3.0,5.0,1.0,5.0,3.0,reference,15117,MisinfoPy
15153,15153,80.0,3.0,0.9930851855394072,0.0,8.0,0.2851257267625852,0.0185664008066397,0.027594598317021,5.0,3.0,5.0,2.0,5.0,3.0,reference,15153,MisinfoPy
15189,15189,80.0,3.0,0.9930851855394072,0.0,8.0,0.2851257267625852,0.0185664008066397,0.027594598317021,5.0,3.0,5.0,3.0,5.0,3.0,reference,15189,MisinfoPy
15225,15225,80.0,3.0,0.9930851855394072,0.0,8.0,0.2851257267625852,0.0185664008066397,0.027594598317021,5.0,3.0,5.0,4.0,5.0,3.0,reference,15225,MisinfoPy
15261,15261,80.0,3.0,0.9930851855394072,0.0,8.0,0.2851257267625852,0.0185664008066397,0.027594598317021,5.0,3.0,5.0,5.0,5.0,3.0,reference,15261,MisinfoPy
15297,15297,80.0,3.0,0.9930851855394072,0.0,8.0,0.2851257267625852,0.0185664008066397,0.027594598317021,5.0,3.0,5.0,6.0,5.0,3.0,reference,15297,MisinfoPy
15333,15333,80.0,3.0,0.9930851855394072,0.0,8.0,0.2851257267625852,0.0185664008066397,0.027594598317021,5.0,3.0,5.0,7.0,5.0,3.0,reference,15333,MisinfoPy
15369,15369,80.0,3.0,0.9930851855394072,0.0,8.0,0.2851257267625852,0.0185664008066397,0.027594598317021,5.0,3.0,5.0,8.0,5.0,3.0,reference,15369,MisinfoPy
15405,15405,80.0,3.0,0.9930851855394072,0.0,8.0,0.2851257267625852,0.0185664008066397,0.027594598317021,5.0,3.0,5.0,9.0,5.0,3.0,reference,15405,MisinfoPy
15441,15441,80.0,3.0,0.9930851855394072,0.0,8.0,0.2851257267625852,0.0185664008066397,0.027594598317021,5.0,3.0,5.0,10.0,5.0,3.0,reference,15441,MisinfoPy
15513,15513,80.0,3.0,0.9930851855394072,0.0,8.0,0.2851257267625852,0.0185664008066397,0.027594598317021,5.0,3.0,6.0,1.0,5.0,3.0,reference,15513,MisinfoPy
15549,15549,80.0,3.0,0.9930851855394072,0.0,8.0,0.2851257267625852,0.0185664008066397,0.027594598317021,5.0,3.0,6.0,2.0,5.0,3.0,reference,15549,MisinfoPy
15585,15585,80.0,3.0,0.9930851855394072,0.0,8.0,0.2851257267625852,0.0185664008066397,0.027594598317021,5.0,3.0,6.0,3.0,5.0,3.0,reference,15585,MisinfoPy
15621,15621,80.0,3.0,0.9930851855394072,0.0,8.0,0.2851257267625852,0.0185664008066397,0.027594598317021,5.0,3.0,6.0,4.0,5.0,3.0,reference,15621,MisinfoPy
15657,15657,80.0,3.0,0.9930851855394072,0.0,8.0,0.2851257267625852,0.0185664008066397,0.027594598317021,5.0,3.0,6.0,5.0,5.0,3.0,reference,15657,MisinfoPy
15693,15693,80.0,3.0,0.9930851855394072,0.0,8.0,0.2851257267625852,0.0185664008066397,0.027594598317021,5.0,3.0,6.0,6.0,5.0,3.0,reference,15693,MisinfoPy
15729,15729,80.0,3.0,0.9930851855394072,0.0,8.0,0.2851257267625852,0.0185664008066397,0.027594598317021,5.0,3.0,6.0,7.0,5.0,3.0,reference,15729,MisinfoPy
15765,15765,80.0,3.0,0.9930851855394072,0.0,8.0,0.2851257267625852,0.0185664008066397,0.027594598317021,5.0,3.0,6.0,8.0,5.0,3.0,reference,15765,MisinfoPy
15801,15801,80.0,3.0,0.9930851855394072,0.0,8.0,0.2851257267625852,0.0185664008066397,0.027594598317021,5.0,3.0,6.0,9.0,5.0,3.0,reference,15801,MisinfoPy
15837,15837,80.0,3.0,0.9930851855394072,0.0,8.0,0.2851257267625852,0.0185664008066397,0.027594598317021,5.0,3.0,6.0,10.0,5.0,3.0,reference,15837,MisinfoPy
15909,15909,80.0,3.0,0.9930851855394072,0.0,8.0,0.2851257267625852,0.0185664008066397,0.027594598317021,5.0,3.0,7.0,1.0,5.0,3.0,reference,15909,MisinfoPy
15945,15945,80.0,3.0,0.9930851855394072,0.0,8.0,0.2851257267625852,0.0185664008066397,0.027594598317021,5.0,3.0,7.0,2.0,5.0,3.0,reference,15945,MisinfoPy
15981,15981,80.0,3.0,0.9930851855394072,0.0,8.0,0.2851257267625852,0.0185664008066397,0.027594598317021,5.0,3.0,7.0,3.0,5.0,3.0,reference,15981,MisinfoPy
16017,16017,80.0,3.0,0.9930851855394072,0.0,8.0,0.2851257267625852,0.0185664008066397,0.027594598317021,5.0,3.0,7.0,4.0,5.0,3.0,reference,16017,MisinfoPy
16053,16053,80.0,3.0,0.9930851855394072,0.0,8.0,0.2851257267625852,0.0185664008066397,0.027594598317021,5.0,3.0,7.0,5.0,5.0,3.0,reference,16053,MisinfoPy
16089,16089,80.0,3.0,0.9930851855394072,0.0,8.0,0.2851257267625852,0.0185664008066397,0.027594598317021,5.0,3.0,7.0,6.0,5.0,3.0,reference,16089,MisinfoPy
16125,16125,80.0,3.0,0.9930851855394072,0.0,8.0,0.2851257267625852,0.0185664008066397,0.027594598317021,5.0,3.0,7.0,7.0,5.0,3.0,reference,16125,MisinfoPy
16161,16161,80.0,3.0,0.9930851855394072,0.0,8.0,0.2851257267625852,0.0185664008066397,0.027594598317021,5.0,3.0,7.0,8.0,5.0,3.0,reference,16161,MisinfoPy
16197,16197,80.0,3.0,0.9930851855394072,0.0,8.0,0.2851257267625852,0.0185664008066397,0.027594598317021,5.0,3.0,7.0,9.0,5.0,3.0,reference,16197,MisinfoPy
16233,16233,80.0,3.0,0.9930851855394072,0.0,8.0,0.2851257267625852,0.0185664008066397,0.027594598317021,5.0,3.0,7.0,10.0,5.0,3.0,reference,16233,MisinfoPy
16305,16305,80.0,3.0,0.9930851855394072,0.0,8.0,0.2851257267625852,0.0185664008066397,0.027594598317021,5.0,3.0,8.0,1.0,5.0,3.0,reference,16305,MisinfoPy
16341,16341,80.0,3.0,0.9930851855394072,0.0,8.0,0.2851257267625852,0.0185664008066397,0.027594598317021,5.0,3.0,8.0,2.0,5.0,3.0,reference,16341,MisinfoPy
16377,16377,80.0,3.0,0.9930851855394072,0.0,8.0,0.2851257267625852,0.0185664008066397,0.027594598317021,5.0,3.0,8.0,3.0,5.0,3.0,reference,16377,MisinfoPy
16413,16413,80.0,3.0,0.9930851855394072,0.0,8.0,0.2851257267625852,0.0185664008066397,0.027594598317021,5.0,3.0,8.0,4.0,5.0,3.0,reference,16413,MisinfoPy
16449,16449,80.0,3.0,0.9930851855394072,0.0,8.0,0.2851257267625852,0.0185664008066397,0.027594598317021,5.0,3.0,8.0,5.0,5.0,3.0,reference,16449,MisinfoPy
16485,16485,80.0,3.0,0.9930851855394072,0.0,8.0,0.2851257267625852,0.0185664008066397,0.027594598317021,5.0,3.0,8.0,6.0,5.0,3.0,reference,16485,MisinfoPy
16521,16521,80.0,3.0,0.9930851855394072,0.0,8.0,0.2851257267625852,0.0185664008066397,0.027594598317021,5.0,3.0,8.0,7.0,5.0,3.0,reference,16521,MisinfoPy
16557,16557,80.0,3.0,0.9930851855394072,0.0,8.0,0.2851257267625852,0.0185664008066397,0.027594598317021,5.0,3.0,8.0,8.0,5.0,3.0,reference,16557,MisinfoPy
16593,16593,80.0,3.0,0.9930851855394072,0.0,8.0,0.2851257267625852,0.0185664008066397,0.027594598317021,5.0,3.0,8.0,9.0,5.0,3.0,reference,16593,MisinfoPy
16629,16629,80.0,3.0,0.9930851855394072,0.0,8.0,0.2851257267625852,0.0185664008066397,0.027594598317021,5.0,3.0,8.0,10.0,5.0,3.0,reference,16629,MisinfoPy
16701,16701,80.0,3.0,0.9930851855394072,0.0,8.0,0.2851257267625852,0.0185664008066397,0.027594598317021,5.0,3.0,9.0,1.0,5.0,3.0,reference,16701,MisinfoPy
16737,16737,80.0,3.0,0.9930851855394072,0.0,8.0,0.2851257267625852,0.0185664008066397,0.027594598317021,5.0,3.0,9.0,2.0,5.0,3.0,reference,16737,MisinfoPy
16773,16773,80.0,3.0,0.9930851855394072,0.0,8.0,0.2851257267625852,0.0185664008066397,0.027594598317021,5.0,3.0,9.0,3.0,5.0,3.0,reference,16773,MisinfoPy
16809,16809,80.0,3.0,0.9930851855394072,0.0,8.0,0.2851257267625852,0.0185664008066397,0.027594598317021,5.0,3.0,9.0,4.0,5.0,3.0,reference,16809,MisinfoPy
16845,16845,80.0,3.0,0.9930851855394072,0.0,8.0,0.2851257267625852,0.0185664008066397,0.027594598317021,5.0,3.0,9.0,5.0,5.0,3.0,reference,16845,MisinfoPy
16881,16881,80.0,3.0,0.9930851855394072,0.0,8.0,0.2851257267625852,0.0185664008066397,0.027594598317021,5.0,3.0,9.0,6.0,5.0,3.0,reference,16881,MisinfoPy
16917,16917,80.0,3.0,0.9930851855394072,0.0,8.0,0.2851257267625852,0.0185664008066397,0.027594598317021,5.0,3.0,9.0,7.0,5.0,3.0,reference,16917,MisinfoPy
16953,16953,80.0,3.0,0.9930851855394072,0.0,8.0,0.2851257267625852,0.0185664008066397,0.027594598317021,5.0,3.0,9.0,8.0,5.0,3.0,reference,16953,MisinfoPy
16989,16989,80.0,3.0,0.9930851855394072,0.0,8.0,0.2851257267625852,0.0185664008066397,0.027594598317021,5.0,3.0,9.0,9.0,5.0,3.0,reference,16989,MisinfoPy
17025,17025,80.0,3.0,0.9930851855394072,0.0,8.0,0.2851257267625852,0.0185664008066397,0.027594598317021,5.0,3.0,9.0,10.0,5.0,3.0,reference,17025,MisinfoPy
17097,17097,80.0,3.0,0.9930851855394072,0.0,8.0,0.2851257267625852,0.0185664008066397,0.027594598317021,5.0,3.0,10.0,1.0,5.0,3.0,reference,17097,MisinfoPy
17133,17133,80.0,3.0,0.9930851855394072,0.0,8.0,0.2851257267625852,0.0185664008066397,0.027594598317021,5.0,3.0,10.0,2.0,5.0,3.0,reference,17133,MisinfoPy
17169,17169,80.0,3.0,0.9930851855394072,0.0,8.0,0.2851257267625852,0.0185664008066397,0.027594598317021,5.0,3.0,10.0,3.0,5.0,3.0,reference,17169,MisinfoPy
17205,17205,80.0,3.0,0.9930851855394072,0.0,8.0,0.2851257267625852,0.0185664008066397,0.027594598317021,5.0,3.0,10.0,4.0,5.0,3.0,reference,17205,MisinfoPy
17241,17241,80.0,3.0,0.9930851855394072,0.0,8.0,0.2851257267625852,0.0185664008066397,0.027594598317021,5.0,3.0,10.0,5.0,5.0,3.0,reference,17241,MisinfoPy
17277,17277,80.0,3.0,0.9930851855394072,0.0,8.0,0.2851257267625852,0.0185664008066397,0.027594598317021,5.0,3.0,10.0,6.0,5.0,3.0,reference,17277,MisinfoPy
17313,17313,80.0,3.0,0.9930851855394072,0.0,8.0,0.2851257267625852,0.0185664008066397,0.027594598317021,5.0,3.0,10.0,7.0,5.0,3.0,reference,17313,MisinfoPy
17349,17349,80.0,3.0,0.9930851855394072,0.0,8.0,0.2851257267625852,0.0185664008066397,0.027594598317021,5.0,3.0,10.0,8.0,5.0,3.0,reference,17349,MisinfoPy
17385,17385,80.0,3.0,0.9930851855394072,0.0,8.0,0.2851257267625852,0.0185664008066397,0.027594598317021,5.0,3.0,10.0,9.0,5.0,3.0,reference,17385,MisinfoPy
17421,17421,80.0,3.0,0.9930851855394072,0.0,8.0,0.2851257267625852,0.0185664008066397,0.027594598317021,5.0,3.0,10.0,10.0,5.0,3.0,reference,17421,MisinfoPy
